9.99998,2.32704e-05,-9.13452e-05
10.0511,0.0124353,0.432834
10.1363,0.0674979,0.791402
10.1609,0.0839038,1.19228
10.1613,0.0813489,1.53432
10.151,0.0782661,1.85878
10.1463,0.0836899,2.4376
10.1031,0.0850973,2.92363
10.0543,0.0958436,-3.0341
9.98634,0.0819439,-2.63521
9.92568,0.0235382,-2.32185
9.85651,-0.0835961,-2.00609
9.80023,-0.299147,-1.69181
9.77522,-0.614886,-1.65571
9.73153,-0.924568,-1.78409
9.63737,-1.25455,-1.9012
9.51593,-1.56621,-1.95898
9.39665,-1.84941,-1.98392
9.2703,-2.13763,-1.98396
9.1437,-2.42645,-1.9839
9.01402,-2.72234,-1.98384
8.87915,-3.0301,-1.98378
8.75569,-3.31189,-1.98374
8.61967,-3.62237,-1.98369
8.48643,-3.92657,-1.98365
8.36336,-4.20754,-1.98361
8.22215,-4.51896,-2.00875
8.07649,-4.83005,-2.00868
7.94328,-5.11461,-2.00864
7.80754,-5.40461,-2.00859
7.66355,-5.71225,-2.00854
7.52982,-5.998,-2.00849
7.3928,-6.29084,-2.00844
7.25179,-6.59262,-2.00484
7.12874,-6.87128,-1.96719
7.02968,-7.20116,-1.72197
7.01645,-7.51611,-1.53559
7.03071,-7.84408,-1.52686
7.03411,-8.18012,-1.61644
6.98801,-8.47639,-1.95341
6.80689,-8.75909,-2.24533
6.59276,-9.01889,-2.26665
6.36545,-9.25983,-2.34111
6.17463,-9.47659,-2.22516
6.02219,-9.78645,-1.90526
5.93548,-10.0603,-1.83942
5.83401,-10.3778,-1.89617
5.71904,-10.7008,-1.94584
5.60076,-11.014,-1.95128
5.56549,-11.2055,-1.61781
5.56932,-11.5263,-1.5239
5.5842,-11.831,-1.52353
5.59919,-12.1513,-1.52819
5.60388,-12.4558,-1.57092
5.60384,-12.7886,-1.5709
5.60381,-13.098,-1.57088
5.60379,-13.4146,-1.57084
5.60344,-13.732,-1.58084
5.59629,-14.0503,-1.59929
5.58237,-14.3561,-1.62102
5.5665,-14.672,-1.62097
5.55092,-14.9647,-1.5975
5.56916,-15.2956,-1.4717
5.60755,-15.596,-1.43076
5.65287,-15.9175,-1.43075
5.69929,-16.2468,-1.43073
5.7402,-16.5598,-1.45618
5.77716,-16.8827,-1.4624
5.80872,-17.1816,-1.46987
5.83744,-17.512,-1.4834
5.8648,-17.8535,-1.49626
5.88832,-18.1685,-1.49624
5.91284,-18.4867,-1.49622
5.9321,-18.8388,-1.52182
5.94888,-19.1809,-1.52179
5.96431,-19.4953,-1.52176
5.98023,-19.8195,-1.52173
5.992,-20.1399,-1.54941
5.99851,-20.4429,-1.54935
5.99939,-20.7692,-1.57445
5.99812,-21.1196,-1.57442
5.99701,-21.428,-1.57439
5.99586,-21.748,-1.57436
5.99478,-22.0555,-1.57433
6.01581,-22.3808,-1.34776
6.11877,-22.7062,-1.21062
6.22617,-22.9894,-1.20778
6.29643,-23.1364,-0.749768
6.36083,-23.152,-0.368005
6.43401,-23.1621,0.0388779
6.60871,-23.1363,0.385155
6.74335,-23.0546,0.719577
6.90048,-22.8583,1.00345
7.01164,-22.6163,1.30988
7.02663,-22.5538,0.993822
7.05226,-22.5486,0.682463
7.03587,-22.5465,0.226371
7.03872,-22.5455,-0.160547
7.08246,-22.5556,-0.538275
7.07797,-22.5569,-0.932741
7.08728,-22.6091,-1.3446
7.1285,-22.6566,-1.65884
7.07959,-22.7332,-2.11662
6.99927,-22.8047,-2.44468
6.86942,-22.8791,-2.74611
6.69776,-22.9164,-3.08546
6.35696,-22.895,3.03682
6.04785,-22.8725,3.13293
5.72551,-22.8931,-2.99197
5.39036,-22.9583,-2.93709
5.08308,-23.0257,-2.90986
4.77207,-23.099,-2.91003
4.45007,-23.1748,-2.91022
4.1549,-23.2369,-2.97613
4.04301,-23.2537,3.00288
4.02186,-23.2449,2.67814
4.01141,-23.2369,2.37379
4.00941,-23.2345,2.05529
4.00763,-23.2263,1.71588
4.04013,-22.9265,1.54162
4.0408,-22.6258,1.51611
4.06065,-22.3259,1.53227
4.05991,-22.0213,1.59888
4.05152,-21.7212,1.59895
4.05311,-21.419,1.54754
4.05907,-21.1189,1.57476
4.05786,-20.8188,1.57495
4.0566,-20.5064,1.57516
4.05526,-20.2154,1.57553
4.05381,-19.9008,1.57565
4.05011,-19.6102,1.61567
4.04097,-19.2982,1.56362
4.04313,-18.9964,1.56384
4.04527,-18.7005,1.56402
4.04732,-18.3996,1.56415
4.04928,-18.1078,1.56432
4.04588,-17.7956,1.589
4.04021,-17.482,1.589
4.03872,-17.1522,1.56223
4.04161,-16.8024,1.56228
4.04427,-16.4987,1.56233
4.0469,-16.1775,1.56235
4.033,-15.8753,1.77695
3.96914,-15.73,2.16551
3.83443,-15.5792,2.46886
3.62263,-15.4603,2.77241
3.39289,-15.4115,3.10968
3.21036,-15.4384,-2.87338
3.00905,-15.5331,-2.52423
2.86776,-15.6727,-2.1812
2.81075,-15.7841,-1.87398
2.77056,-16.1078,-1.82687
2.68307,-16.3092,-2.14128
2.55781,-16.4555,-2.44217
2.48499,-16.4983,-2.74502
2.33096,-16.5391,-3.04791
2.20787,-16.5312,2.92324
1.91032,-16.4722,3.07224
1.6097,-16.4634,3.12347
1.30745,-16.4621,-3.13898
1.00695,-16.463,3.14092
0.701246,-16.4628,3.14109
0.52223,-16.4625,2.80922
0.514666,-16.4617,2.36082
0.514632,-16.4614,2.02891
0.515669,-16.4607,1.72079
0.51515,-16.4279,1.41909
0.51768,-16.4152,1.10928
0.519361,-16.4123,0.806097
0.526158,-16.4083,0.480584
0.653325,-16.3769,0.111075
0.970134,-16.3798,-0.0959276
1.29093,-16.4121,-0.073031
1.63368,-16.4348,-0.0560181
1.95747,-16.4551,-0.101881
2.26097,-16.4925,0.0613271
2.41851,-16.4636,0.363833
2.62074,-16.3391,0.760715
2.79315,-16.0895,1.08901
2.83746,-15.985,1.39671
2.89905,-15.7101,1.09269
3.00778,-15.5706,0.708891
3.18064,-15.4731,0.398473
3.41833,-15.4109,0.0872975
3.65845,-15.4307,-0.259205
3.86322,-15.5152,-0.603569
4.01646,-15.6582,-0.923265
4.11985,-15.8531,-1.23893
4.17477,-16.1822,-1.56069
4.16976,-16.5328,-1.5694
4.18696,-16.8274,-1.44482
4.25515,-17.1545,-1.29426
4.35181,-17.4347,-1.22977
4.46426,-17.7491,-1.20592
4.58345,-18.0611,-1.20591
4.69306,-18.3481,-1.2059
4.81497,-18.6672,-1.20589
4.93165,-18.9896,-1.23154
5.03473,-19.2717,-1.23153
5.14225,-19.5864,-1.23151
5.25614,-19.909,-1.23149
5.36103,-20.1962,-1.23146
5.46935,-20.503,-1.23144
5.58265,-20.8239,-1.23142
5.68786,-21.122,-1.23142
5.79565,-21.4273,-1.2314
5.89804,-21.7191,-1.24482
5.98453,-22.0115,-1.33182
5.99144,-22.0539,-1.64276
5.98577,-22.3557,-1.51363
6.0114,-22.4639,-1.15045
6.10183,-22.5949,-0.850865
6.24893,-22.7227,-0.517711
6.4191,-22.7767,-0.212217
6.6091,-22.7866,0.117532
6.79829,-22.7336,0.452829
6.93972,-22.6359,0.762825
7.0576,-22.4781,1.08422
7.15195,-22.1864,1.34639
7.21633,-21.8904,1.35093
7.30681,-21.5596,1.23845
7.43182,-21.2417,1.14788
7.57463,-20.9601,1.08237
7.72761,-20.6722,1.08246
7.87267,-20.3991,1.0825
8.02455,-20.1132,1.08254
8.18479,-19.8115,1.08259
8.3327,-19.533,1.08263
8.48455,-19.247,1.08267
8.64212,-18.9503,1.08271
8.79019,-18.6714,1.08276
8.94222,-18.385,1.0828
9.10269,-18.0827,1.08284
9.25048,-17.8042,1.08289
9.40369,-17.5174,1.07105
9.56778,-17.217,1.0709
9.71489,-16.9476,1.07094
9.85033,-16.6789,1.26896
9.86508,-16.5791,1.60712
9.80939,-16.2711,1.91811
9.68967,-15.9804,1.97513
9.56249,-15.6826,1.96791
9.43659,-15.3651,1.92976
9.32893,-15.0668,1.89561
9.23263,-14.7533,1.85344
9.13953,-14.4326,1.85337
9.05199,-14.1311,1.85339
8.96123,-13.8185,1.8534
8.86616,-13.4911,1.85341
8.78166,-13.2002,1.85342
8.68015,-12.8745,1.88028
8.58888,-12.5829,1.85026
8.5214,-12.2792,1.72307
8.48951,-11.9797,1.64252
8.44415,-11.7853,2.06162
8.28746,-11.4985,2.07513
8.11621,-11.2282,2.19493
7.94701,-11.0203,1.88007
7.94753,-11.0176,1.50215
7.94749,-11.0152,1.18028
7.95406,-11.0064,0.816932
7.99103,-11.0005,0.371902
8.0377,-10.9746,-0.0119504
8.13248,-11.0013,-0.443174
8.21296,-11.0639,-0.75895
8.281,-11.1275,-1.13659
8.32033,-11.3273,-1.46821
8.32007,-11.4044,-1.80114
8.30479,-11.4325,-2.14086
8.23713,-11.5254,-1.82108
8.23556,-11.5236,-1.50546
8.23458,-11.5309,-1.18552
8.22351,-11.518,-0.879179
8.2314,-11.5262,-0.545145
8.40017,-11.6256,-0.867248
8.52033,-11.8396,-1.15092
8.57658,-12.0667,-1.49712
8.55501,-12.3904,-1.64504
8.5322,-12.6861,-1.6453
8.51001,-13.0078,-1.62636
8.49989,-13.3414,-1.59418
8.4926,-13.6533,-1.59415
8.49146,-13.9601,-1.5681
8.49228,-14.2718,-1.56806
8.48267,-14.5972,-1.73353
8.39438,-14.8994,-1.93895
8.27722,-15.1917,-1.92479
8.1844,-15.4771,-1.86116
8.1003,-15.7899,-1.80323
8.02647,-16.133,-1.77614
7.96967,-16.4215,-1.74971
7.91206,-16.7401,-1.74966
7.8559,-17.0508,-1.7496
7.80001,-17.3601,-1.74956
7.73753,-17.7159,-1.74952
7.68129,-18.0173,-1.74947
7.62352,-18.3371,-1.74945
7.56696,-18.6503,-1.74943
7.51089,-18.9609,-1.74938
7.4512,-19.2917,-1.74931
7.39011,-19.6303,-1.74928
7.33495,-19.9361,-1.74921
7.27886,-20.2472,-1.74917
7.2228,-20.5582,-1.74912
7.16526,-20.8775,-1.74909
7.1044,-21.2153,-1.74905
7.05048,-21.5148,-1.74903
7.02358,-21.818,-1.55478
7.04193,-22.127,-1.51046
7.01914,-22.3807,-1.82323
6.94825,-22.5486,-2.16195
6.84088,-22.6628,-2.48108
6.64689,-22.7758,-2.79969
6.32984,-22.8387,-3.04159
6.0163,-22.8551,-3.04823
5.69738,-22.9113,-2.92866
5.40047,-22.9854,-2.88917
5.085,-23.0628,-2.90285
4.76171,-23.1415,-2.90281
4.46142,-23.2118,-2.9152
4.15096,-23.2919,-2.86083
3.91458,-23.3797,-2.54975
3.76352,-23.4557,-2.86541
3.42554,-23.5114,-3.01634
3.09278,-23.5398,-3.11401
2.75122,-23.5426,3.1273
2.44401,-23.532,3.0933
2.11961,-23.5163,3.09313
1.7939,-23.501,3.09317
1.48461,-23.4856,3.09319
1.1611,-23.4762,3.12139
0.845824,-23.4699,3.12304
0.522089,-23.4701,-3.1363
0.198202,-23.4718,-3.1363
-0.108532,-23.4735,-3.13631
-0.432716,-23.4753,-3.13977
-0.738039,-23.4758,-3.13975
-1.06148,-23.4764,-3.13976
-1.36257,-23.477,-3.13976
-1.68414,-23.4776,-3.13975
-1.99314,-23.4781,-3.13974
-2.32614,-23.4788,-3.13971
-2.66591,-23.4794,-3.13969
-2.9802,-23.48,-3.13967
-3.29569,-23.4806,-3.1396
-3.62193,-23.4637,2.82936
-3.81202,-23.3642,2.5236
-3.96133,-23.2196,2.22233
-4.06954,-23.0199,1.90864
-4.12485,-22.6973,1.58733
-4.1244,-22.5926,1.98925
-4.12601,-22.5931,2.27852
-4.13223,-22.5896,2.68875
-4.16585,-22.5884,2.99992
-4.21879,-22.5921,-2.90043
-4.28477,-22.6228,-2.49998
-4.36918,-22.7188,-2.1256
-4.42314,-22.8468,-1.832
-4.44015,-23.0175,-1.51224
-4.39197,-23.3371,-1.39177
-4.34198,-23.6746,-1.47758
-4.33875,-23.9907,-1.65924
-4.3843,-24.3133,-1.74045
-4.44184,-24.6496,-1.74019
-4.49487,-24.9598,-1.74016
-4.54978,-25.2809,-1.74011
-4.60549,-25.6076,-1.73626
-4.65058,-25.9116,-1.71389
-4.69835,-26.2432,-1.71384
-4.74208,-26.5468,-1.71381
-4.78541,-26.8664,-1.68709
-4.82087,-27.171,-1.68668
-4.85751,-27.4857,-1.68664
-4.89411,-27.8002,-1.6866
-4.93143,-28.1211,-1.68658
-4.97048,-28.457,-1.68653
-5.00709,-28.7719,-1.68649
-5.04464,-29.0949,-1.68647
-5.08204,-29.4169,-1.68643
-5.118,-29.7266,-1.68635
-5.15343,-30.0319,-1.68633
-5.1888,-30.3366,-1.6863
-5.22387,-30.6389,-1.68627
-5.26127,-30.9614,-1.68623
-5.29648,-31.2651,-1.68621
-5.33422,-31.5907,-1.68618
-5.37353,-31.9298,-1.68615
-5.41006,-32.2452,-1.68609
-5.44537,-32.5503,-1.68604
-5.46788,-32.8018,-2.01072
-5.52257,-32.842,-2.37732
-5.54045,-32.8741,-2.79554
-5.64185,-32.8945,-3.10087
-5.77728,-32.8875,2.85089
-5.96846,-32.7614,2.54015
-6.20137,-32.5558,2.28915
-6.27832,-32.4984,2.63304
-6.34275,-32.4665,2.92013
-6.39623,-32.4591,-3.05707
-6.67591,-32.4934,-3.10676
-6.82059,-32.463,2.73362
-6.9154,-32.4231,2.43424
-7.11653,-32.1714,2.16381
-7.28158,-31.9016,2.13269
-7.46618,-31.6452,2.20294
-7.65105,-31.4008,2.23711
-7.85156,-31.1462,2.24335
-8.0604,-30.887,2.24985
-8.25802,-30.6422,2.24987
-8.46794,-30.3821,2.24988
-8.67623,-30.124,2.2499
-8.8652,-29.8899,2.25002
-9.04705,-29.6483,2.45917
-9.07411,-29.6239,2.14986
-9.09993,-29.5565,1.84879
-9.15192,-29.3504,2.14899
-9.16239,-29.336,2.46547
-9.16044,-29.3369,2.76785
-9.19561,-29.3307,3.11499
-9.19762,-29.3299,-2.86022
-9.24124,-29.3469,-2.5294
-9.26784,-29.3729,-2.21964
-9.26604,-29.3671,-1.85525
-9.26615,-29.3616,-1.47442
-9.26509,-29.3569,-0.962834
-9.26665,-29.3541,-0.48676
-9.26864,-29.3528,-0.161959
-9.27179,-29.353,0.189156
-9.26663,-29.3512,0.514746
-8.99641,-29.2078,0.758626
-8.92911,-29.1256,1.06285
-8.89144,-29.0293,1.36381
-8.85333,-28.7305,1.46036
-8.84664,-28.429,1.65894
-8.88125,-28.1278,1.76222
-8.92667,-27.9616,2.11289
-9.01723,-27.8685,2.42631
-9.2073,-27.7498,2.78133
-9.45529,-27.7048,3.10439
-9.7882,-27.7128,-3.09471
-10.0967,-27.7305,-3.08053
-10.4203,-27.7549,-3.05405
-10.7199,-27.7774,-3.0997
-11.0331,-27.7815,-3.13506
-11.317,-27.809,-2.8283
-11.4634,-27.884,-2.4792
-11.5848,-28.0154,-2.16967
-11.7272,-28.3164,-1.91074
-11.8265,-28.6031,-1.87085
-11.8554,-28.7156,-1.52723
-11.8465,-28.7644,-1.20434
-11.8154,-28.8163,-0.838887
-11.7816,-28.8442,-0.512415
-11.7224,-28.8671,-0.212237
-11.6844,-28.8676,0.0957282
-11.6866,-28.8685,0.402547
-11.6886,-28.8699,0.711104
-11.6893,-28.8713,1.00866
-11.6896,-28.8732,1.31495
-11.6791,-28.571,1.56578
-11.6776,-28.271,1.56601
-11.6658,-28.0326,1.25351
-11.6268,-27.9547,0.953452
-11.5347,-27.8527,0.64653
-11.4341,-27.7946,0.337882
-11.122,-27.7323,0.0589241
-10.8132,-27.7307,-0.016745
-10.5129,-27.7382,-0.0298381
-10.208,-27.7519,-0.055293
-9.89765,-27.774,-0.0675444
-9.58364,-27.784,0.00156824
-9.27316,-27.7923,-0.178287
-9.14022,-27.8409,-0.580835
-8.98538,-27.9954,-0.931247
-8.83151,-28.3015,-1.23127
-8.73719,-28.6031,-1.27816
-8.63276,-28.91,-1.19739
-8.50187,-29.2229,-1.14551
-8.36888,-29.5084,-1.12034
-8.22774,-29.8001,-1.12027
-8.07298,-30.1064,-1.09528
-7.92874,-30.3865,-1.09527
-7.78023,-30.6749,-1.09526
-7.62462,-30.9771,-1.09526
-7.47992,-31.2581,-1.09525
-7.34152,-31.5312,-1.12101
-7.21624,-31.8059,-1.10972
-7.19027,-31.8918,-1.40356
-7.11648,-32.1972,-1.1167
-6.9803,-32.3876,-0.760606
-6.78656,-32.5198,-0.443599
-6.47833,-32.6085,-0.168923
-6.16524,-32.6515,-0.126953
-5.86664,-32.6896,-0.126928
-5.56021,-32.7359,-0.191692
-5.24517,-32.8113,-0.262485
-4.93999,-32.8934,-0.262944
-4.61843,-32.98,-0.262925
-4.29675,-33.0638,-0.236503
-4.00409,-33.1327,-0.214427
-3.66752,-33.2046,-0.210027
-3.36919,-33.2682,-0.209996
-3.05094,-33.336,-0.209954
-2.72734,-33.414,-0.243846
-2.41444,-33.4949,-0.275952
-2.10888,-33.5811,-0.273817
-1.77788,-33.6738,-0.268379
-1.47632,-33.751,-0.247256
-1.16182,-33.8304,-0.247251
-0.869621,-33.9042,-0.247221
-0.553673,-33.9839,-0.247192
-0.238244,-34.061,-0.247186
0.0585825,-34.1334,-0.22022
0.348337,-34.1923,-0.150975
0.6374,-34.2338,0.193207
0.635027,-34.2338,0.514701
0.648901,-34.2024,0.817029
0.716125,-34.151,1.2182
0.712569,-34.0924,1.59026
0.699382,-34.0166,1.94605
0.625629,-33.9158,2.28985
0.518258,-33.8337,2.64688
0.213152,-33.7091,2.82102
-0.0641841,-33.6043,2.78479
-0.387181,-33.4648,2.64865
-0.649098,-33.3051,2.554
-0.90565,-33.1179,2.51527
-1.1617,-32.9325,2.51497
-1.41825,-32.7541,2.51503
-1.66837,-32.5727,2.33217
-1.68351,-32.5422,2.63753
-1.70648,-32.5365,2.9385
-2.00707,-32.4558,2.66524
-2.133,-32.3664,2.34197
-2.24293,-32.2215,2.02185
-2.28656,-32.0186,1.65851
-2.2716,-31.8346,1.33776
-2.21004,-31.6887,1.02729
-2.1213,-31.582,0.675274
-1.85695,-31.4122,0.522074
-1.59399,-31.2524,0.554032
-1.33831,-31.0816,0.645356
-1.08772,-30.8781,0.70012
-0.850828,-30.6784,0.700139
-0.602662,-30.4722,0.676748
-0.366631,-30.2851,0.651083
-0.328969,-30.2574,0.958311
-0.329472,-30.2596,1.26485
-0.329621,-30.2619,1.57015
-0.328181,-30.279,1.94645
-0.317452,-30.2814,2.4297
-0.335554,-30.2885,3.08294
-0.325689,-30.2781,-2.85983
-0.325932,-30.2793,-2.52869
-0.314718,-30.2908,-2.20255
-0.313004,-30.2815,-1.80297
-0.321289,-30.2803,-1.48213
-0.329928,-30.2781,-1.17555
-0.320063,-30.2763,-0.762872
-0.323306,-30.277,-0.358416
-0.326746,-30.2675,-0.000490504
-0.329572,-30.2747,0.495462
-0.331193,-30.2761,0.810981
-0.332107,-30.2768,1.14512
-0.332346,-30.2788,1.51687
-0.330102,-30.2808,1.81875
-0.328939,-30.2829,2.1381
-0.327852,-30.2842,2.44597
-0.325585,-30.2855,2.77599
-0.323382,-30.2857,3.08227
-0.311285,-30.2841,-2.8902
-0.305369,-30.277,-2.57479
-0.302012,-30.2775,-2.22299
-0.309649,-30.2772,-1.81531
-0.312433,-30.2666,-1.36566
-0.303405,-30.275,-0.907748
-0.301666,-30.2714,-0.32812
-0.301841,-30.2731,0.12275
-0.304344,-30.2744,0.621669
-0.307601,-30.273,1.0816
-0.297665,-30.2741,1.45494
-0.305908,-30.2759,1.81927
-0.305168,-30.2783,2.28351
-0.302835,-30.2804,2.69412
-0.299107,-30.2829,-3.10874
-0.296401,-30.2809,-2.77687
-0.294449,-30.2796,-2.47568
-0.293128,-30.2783,-2.17423
-0.292146,-30.2762,-1.83221
-0.302558,-30.2737,-1.5058
-0.293793,-30.2708,-1.1874
-0.291934,-30.2839,-1.47871
-0.290097,-30.2889,-1.80973
-0.293272,-30.2902,-2.183
-0.292998,-30.2918,-2.52477
-0.30015,-30.2951,-2.99274
-0.306553,-30.294,2.95731
-0.331314,-30.2675,2.37037
-0.364645,-30.2056,1.85582
-0.371338,-30.1461,1.53492
-0.354891,-30.0688,1.21268
-0.313782,-29.9924,0.895524
-0.217011,-29.9044,0.590687
0.0350292,-29.8002,0.271564
0.330569,-29.7202,0.274343
0.620689,-29.6248,0.37504
0.902796,-29.487,0.541816
1.17437,-29.3107,0.590511
1.43229,-29.1321,0.609039
1.68451,-28.9562,0.609065
1.9313,-28.7855,0.588938
2.2169,-28.5963,0.584683
2.47461,-28.4318,0.559393
2.74325,-28.2638,0.55384
3.00329,-28.1052,0.546688
3.28015,-27.9367,0.546713
3.55043,-27.7722,0.546738
3.82823,-27.6064,0.533347
4.12404,-27.432,0.527357
4.39935,-27.2771,0.508447
4.67728,-27.1315,0.45321
4.96077,-27.0087,0.382077
5.26811,-26.9006,0.290799
5.56655,-26.8191,0.24204
5.87799,-26.7389,0.280679
6.1848,-26.6391,0.312814
6.49658,-26.5502,0.260087
6.76436,-26.4477,0.574764
7.01185,-26.2419,0.778651
7.23229,-26.0161,0.812153
7.44462,-25.792,0.808248
7.66349,-25.5775,0.745567
7.8896,-25.3752,0.693389
8.0776,-25.2286,0.37738
8.0869,-25.2286,-0.3379
8.11034,-25.2532,-0.781038
8.15196,-25.311,-1.25373
8.16249,-25.3796,-1.5863
8.13062,-25.4555,-1.96225
8.09382,-25.5331,-2.27276
7.94942,-25.643,-2.61283
7.67166,-25.7618,-2.81421
7.38301,-25.8702,-2.73279
7.11465,-26.0256,-2.45508
7.01779,-26.1002,-2.77602
7.01509,-26.1009,-3.07754
7.01227,-26.1006,2.88355
7.01005,-26.0997,2.58123
7.00773,-26.0981,2.27908
7.0061,-26.0956,1.97062
7.00522,-26.0927,1.65897
7.00736,-26.0847,1.33224
7.01242,-26.07,0.970004
7.03447,-26.0549,0.668357
7.04772,-26.0426,0.237583
7.05535,-26.04,-0.139295
7.06289,-26.0608,-0.674082
7.09314,-26.0781,-1.10586
7.10219,-26.121,-1.4463
7.10342,-26.1842,-1.75542
7.09438,-26.207,-2.09706
7.0753,-26.2406,-2.39682
7.02627,-26.2666,-2.72381
6.99027,-26.2795,-3.0366
6.95174,-26.2765,2.93761
6.94866,-26.276,2.63177
6.93048,-26.2614,2.3134
6.92904,-26.2591,1.99239
6.92727,-26.2441,1.6157
6.92884,-26.2373,1.2634
6.98928,-25.9404,1.48488
6.99989,-25.6389,1.57077
7.00308,-25.3383,1.55402
7.00627,-25.0322,1.6426
6.99141,-24.7308,1.63686
6.97958,-24.5081,1.328
6.98029,-24.5048,0.830164
6.99149,-24.5038,0.312919
6.99993,-24.5192,-0.0214138
7.0788,-24.5436,-0.483164
7.16252,-24.5795,-0.795647
7.21645,-24.6827,-1.24389
7.23392,-24.7767,-1.54425
7.22633,-24.8979,-1.87954
7.09459,-25.1984,-2.18558
6.99818,-25.3192,-2.46929
7.00567,-25.3208,-2.77754
6.99321,-25.3219,-3.08344
6.97013,-25.3178,2.88031
6.95712,-25.3165,2.5754
6.95441,-25.3147,2.26342
6.96283,-25.3121,1.95148
6.94711,-25.2723,1.65106
6.94398,-24.9673,1.58343
6.93024,-24.6666,1.58342
6.94943,-24.4459,1.26218
6.93037,-24.4449,0.935794
6.94029,-24.4523,0.564981
6.93145,-24.4503,0.227481
6.96871,-24.4557,-0.100104
7.04621,-24.4638,-0.477885
7.08718,-24.5125,-0.844454
7.15489,-24.5937,-1.19733
7.16937,-24.7265,-1.51052
7.16494,-24.9099,-1.83097
7.14059,-24.9752,-2.19121
6.99776,-25.1573,-2.50444
6.99572,-25.1586,-2.85396
6.99306,-25.1497,3.12189
6.97059,-25.1566,2.80382
6.96767,-25.1453,2.50361
6.96534,-25.1433,2.19447
6.95055,-25.1243,1.89233
6.93698,-24.9466,1.59204
6.93068,-24.6439,1.59152
6.90858,-24.444,1.27916
6.94781,-24.4178,0.684918
6.94896,-24.4198,0.195324
6.95664,-24.4386,-0.233483
7.01959,-24.4714,-0.645156
7.11886,-24.5772,-1.03073
7.14608,-24.6417,-1.38203
7.14916,-24.7128,-1.69129
7.06711,-25.037,-1.84495
6.95784,-25.3141,-1.82235
6.93154,-25.6227,-1.55934
6.94509,-25.9311,-1.5593
6.93285,-26.2328,-1.77358
6.87944,-26.3266,-2.10479
6.81896,-26.4081,-2.42291
6.63424,-26.5199,-2.73392
6.36328,-26.589,-3.08204
6.14652,-26.5679,2.88569
5.96214,-26.4915,2.58515
5.80603,-26.3551,2.27063
5.69417,-26.1716,1.95442
5.65391,-26.0018,1.65458
5.67388,-25.6944,1.40579
5.72351,-25.3757,1.46603
5.73416,-25.0595,1.62735
5.70235,-24.7382,1.70934
5.65104,-24.401,1.72417
5.60291,-24.0897,1.72419
5.55323,-23.7684,1.7242
5.50114,-23.4315,1.72421
5.45284,-23.1192,1.72422
5.4034,-22.7994,1.72425
5.35656,-22.4965,1.72426
5.3134,-22.1772,1.69976
5.26967,-21.84,1.69977
5.23027,-21.5361,1.69978
5.18733,-21.205,1.69979
5.14964,-20.8883,1.68642
5.1133,-20.5755,1.68645
5.07537,-20.259,1.68646
5.04061,-19.9498,1.68646
5.00085,-19.6176,1.68648
4.96856,-19.3124,1.67322
4.93603,-18.9959,1.67323
4.9049,-18.683,1.67323
4.87213,-18.3643,1.67324
4.83993,-18.0511,1.67326
4.80678,-17.7287,1.67328
4.7752,-17.4216,1.67327
4.74204,-17.0992,1.67332
4.70724,-16.7609,1.67334
4.67477,-16.4454,1.67333
4.64155,-16.1225,1.67334
4.60748,-15.7899,1.66844
4.58269,-15.4824,1.64668
4.5582,-15.1605,1.64672
4.5354,-14.8609,1.64675
4.51005,-14.5278,1.64677
4.48619,-14.2142,1.64678
